"SEX","COMM","AGEYRS","ELIGIBLE","ROUND","ALREADY_SEEN","DEAD","NOT_WITHIN_ELIGIBLE_AGE_RANGE","OUT_MIGRATED","NONE","NOT_RESIDENT","SEX_INDEX","COMM_INDEX","ELIGIBLE_NOT_SMOOTH"
"F","inland",41,214.568806210832,"17",1,0,0,1,204,22,0,0,204
"F","inland",42,196.039886802998,"17",0,0,0,1,200,14,0,0,200
"F","inland",43,178.251264201623,"17",0,0,0,0,165,12,0,0,165
"F","inland",44,161.51861296491,"17",0,0,0,0,157,10,0,0,157
"F","inland",45,145.605761130707,"17",0,0,0,2,148,10,0,0,149
"F","inland",46,130.669267575989,"17",1,0,0,0,143,17,0,0,143
"F","inland",47,116.613771393901,"17",0,0,0,1,91,7,0,0,92
"F","inland",48,103.583750483276,"17",0,0,0,1,115,17,0,0,116
"F","inland",49,91.5038293680864,"17",0,1,0,1,91,7,0,0,92
"M","fishing",15,68.6594889455297,"17",0,0,0,3,82,15,1,1,84
"M","fishing",16,74.564816373175,"17",0,0,0,0,69,17,1,1,69
"M","fishing",17,81.3626907062153,"17",0,0,0,3,63,16,1,1,64
"M","fishing",18,89.2708004701628,"17",0,0,0,2,102,22,1,1,103
"M","fishing",19,97.8693989574409,"17",0,0,0,4,71,21,1,1,73
"M","fishing",20,107.4807443298,"17",0,0,0,1,112,44,1,1,112
"M","fishing",21,117.616595830617,"17",1,0,0,3,106,20,1,1,108
"M","fishing",22,129.462236003911,"17",0,0,0,9,135,21,1,1,140
"M","fishing",23,141.508850092265,"17",0,0,0,3,136,18,1,1,138
"M","fishing",24,152.423861471129,"17",0,0,0,3,147,19,1,1,148
"M","fishing",25,163.274400263069,"17",1,0,0,8,191,30,1,1,195
"M","fishing",26,171.824434680466,"17",1,0,0,3,140,26,1,1,142
"M","fishing",27,178.958439390301,"17",4,1,0,5,154,29,1,1,156
"M","fishing",28,183.568448974809,"17",4,0,0,3,218,39,1,1,220
"M","fishing",29,182.807506084117,"17",1,0,0,0,154,20,1,1,154
"M","fishing",30,179.984198174117,"17",3,1,0,4,231,40,1,1,233
"M","fishing",31,175.357427503368,"17",1,0,0,3,153,18,1,1,154
"M","fishing",32,169.012765318041,"17",0,0,0,4,161,30,1,1,163
"M","fishing",33,160.755714642993,"17",2,0,0,2,156,14,1,1,157
"M","fishing",34,150.275709327324,"17",3,0,0,3,109,14,1,1,110
"M","fishing",35,141.147274382736,"17",3,0,0,3,200,30,1,1,202
"M","fishing",36,135.945858409775,"17",1,0,0,3,120,21,1,1,122
"M","fishing",37,130.740976204397,"17",1,0,0,1,105,24,1,1,106
"M","fishing",38,122.967391362752,"17",4,1,0,1,137,19,1,1,138
"M","fishing",39,114.508203140692,"17",2,2,0,2,99,10,1,1,100
"M","fishing",40,104.336081477328,"17",3,0,0,1,133,18,1,1,134
"M","fishing",41,94.1053483737655,"17",4,0,0,2,86,5,1,1,87
"M","fishing",42,85.6336687558655,"17",0,0,0,1,81,9,1,1,82
"M","fishing",43,77.4808020342776,"17",0,0,0,4,70,10,1,1,72
"M","fishing",44,69.4857771705054,"17",1,0,0,1,51,4,1,1,52
"M","fishing",45,61.6485791185288,"17",2,0,0,1,76,11,1,1,76
"M","fishing",46,53.8903101270924,"17",2,0,0,0,52,8,1,1,52
"M","fishing",47,46.3230115973038,"17",0,0,0,0,49,5,1,1,49
"M","fishing",48,39.0221302837936,"17",0,0,0,0,53,4,1,1,53
"M","fishing",49,31.9305333091841,"17",0,0,0,1,19,5,1,1,20
"M","inland",15,647.387680937927,"17",1,0,0,13,592,124,1,0,598
"M","inland",16,597.915883959305,"17",1,0,0,14,635,118,1,0,642
"M","inland",17,552.184673639913,"17",0,0,0,13,547,127,1,0,554
"M","inland",18,510.028255060597,"17",0,0,0,13,523,162,1,0,530
"M","inland",19,471.918376414775,"17",1,0,0,15,486,139,1,0,494
"M","inland",20,437.418334623408,"17",0,0,0,13,463,177,1,0,470
"M","inland",21,407.103163050899,"17",1,0,0,9,346,129,1,0,350
"M","inland",22,379.291282783552,"17",2,0,0,9,363,138,1,0,368
"M","inland",23,356.304629596607,"17",4,0,0,4,343,161,1,0,345
"M","inland",24,345.814085937258,"17",1,0,0,6,323,107,1,0,326
"M","inland",25,343.801360299471,"17",3,0,0,7,388,169,1,0,392
"M","inland",26,340.766148429076,"17",2,0,0,0,338,120,1,0,338
"M","inland",27,338.156170915295,"17",2,0,0,4,322,122,1,0,324
"M","inland",28,334.876599700342,"17",3,0,0,8,334,125,1,0,338
"M","inland",29,321.885971344802,"17",2,1,0,3,296,78,1,0,298
"M","inland",30,308.784396522447,"17",2,0,0,7,389,145,1,0,392
"M","inland",31,300.534962819265,"17",5,0,0,1,248,62,1,0,248
"M","inland",32,293.106445568371,"17",5,0,0,3,299,87,1,0,300
"M","inland",33,287.489249428024,"17",7,0,0,4,271,50,1,0,273
"M","inland",34,282.952049906337,"17",8,0,0,2,217,48,1,0,218
"M","inland",35,278.069018843886,"17",7,0,0,4,354,79,1,0,356
"M","inland",36,277.432666267472,"17",12,0,0,2,303,54,1,0,304
"M","inland",37,275.931084318564,"17",6,0,0,5,226,48,1,0,228
"M","inland",38,266.302040395861,"17",7,0,0,0,277,53,1,0,277
"M","inland",39,254.155237626538,"17",12,0,0,0,241,35,1,0,241
"M","inland",40,236.892226991173,"17",10,0,0,3,267,66,1,0,268
"M","inland",41,218.739641872219,"17",10,0,0,3,214,33,1,0,216
"M","inland",42,205.249187766791,"17",6,0,0,3,211,19,1,0,212
"M","inland",43,191.963507372791,"17",5,1,0,3,162,25,1,0,164
"M","inland",44,178.295820546937,"17",8,0,0,2,148,32,1,0,149
"M","inland",45,164.700426372927,"17",5,0,0,3,201,41,1,0,202
"M","inland",46,151.185989107179,"17",10,0,0,0,150,17,1,0,150
"M","inland",47,137.806344371981,"17",8,1,0,1,141,14,1,0,142
"M","inland",48,124.650701387384,"17",6,0,0,1,128,15,1,0,128
"M","inland",49,111.640098538862,"17",7,0,0,1,104,14,1,0,104
"F","fishing",15,57.8976604115948,"18",0,0,0,3,66,23,0,1,68
"F","fishing",16,76.9146705422344,"18",0,0,0,5,70,17,0,1,72
"F","fishing",17,93.77230203299,"18",0,0,0,9,73,32,0,1,78
"F","fishing",18,108.382831336199,"18",0,0,0,8,110,57,0,1,114
"F","fishing",19,120.853046909258,"18",0,0,0,13,106,49,0,1,112
"F","fishing",20,131.214643274366,"18",0,0,0,14,148,73,0,1,155
"F","fishing",21,139.487338315261,"18",0,0,0,7,116,74,0,1,120
"F","fishing",22,145.251004613415,"18",0,0,0,11,157,56,0,1,162
"F","fishing",23,148.823704437894,"18",1,0,0,10,157,69,0,1,162
"F","fishing",24,150.09554648447,"18",0,0,0,14,127,58,0,1,134
"F","fishing",25,149.285129312802,"18",1,0,0,9,150,58,0,1,154
"F","fishing",26,148.186154429245,"18",1,1,0,6,128,51,0,1,131
"F","fishing",27,148.132887058414,"18",0,0,0,7,139,50,0,1,142
"F","fishing",28,146.823824238956,"18",0,0,0,9,157,50,0,1,162
"F","fishing",29,143.122998591518,"18",1,0,0,2,132,35,0,1,133
"F","fishing",30,138.345163010836,"18",1,0,0,8,167,57,0,1,171
"F","fishing",31,130.494151246622,"18",0,0,0,3,116,27,0,1,118
"F","fishing",32,121.930786770858,"18",1,0,0,4,119,29,0,1,121
"F","fishing",33,114.427429964985,"18",0,0,0,2,99,26,0,1,100
"F","fishing",34,106.256817080153,"18",0,0,0,1,99,29,0,1,100
"F","fishing",35,98.7211261428632,"18",0,0,0,2,101,29,0,1,102
"F","fishing",36,92.8436847292693,"18",0,2,0,3,95,24,0,1,96
"F","fishing",37,87.4939492003748,"18",0,1,0,2,106,19,0,1,107
"F","fishing",38,82.1982584543226,"18",0,0,0,2,71,17,0,1,72
"F","fishing",39,76.8216271475275,"18",0,1,0,2,66,19,0,1,67
"F","fishing",40,70.8064870555967,"18",0,0,0,1,70,12,0,1,70
"F","fishing",41,64.4122540421955,"18",0,0,0,0,59,9,0,1,59
"F","fishing",42,57.3401058980726,"18",0,0,0,1,69,10,0,1,70
"F","fishing",43,50.2214496651213,"18",0,0,0,3,57,10,0,1,58
"F","fishing",44,43.5018290328598,"18",0,0,0,0,42,7,0,1,42
"F","fishing",45,36.7611102060283,"18",0,0,0,0,37,6,0,1,37
"F","fishing",46,29.961874113652,"18",0,0,0,1,13,6,0,1,14
"F","fishing",47,23.1206944803876,"18",0,0,0,0,25,6,0,1,25
"F","fishing",48,16.2463011468638,"18",0,0,0,0,20,3,0,1,20
"F","fishing",49,9.35855163290607,"18",0,0,0,0,11,6,0,1,11
"F","inland",15,742.270692995413,"18",2,0,0,32,698,195,0,0,714
"F","inland",16,690.685196833667,"18",1,0,0,48,691,228,0,0,715
"F","inland",17,642.299563888222,"18",1,0,0,40,589,198,0,0,609
"F","inland",18,596.978738891959,"18",1,0,0,46,650,296,0,0,673
"F","inland",19,555.124066393344,"18",3,0,0,41,528,238,0,0,548
"F","inland",20,516.484437888482,"18",3,0,0,28,516,283,0,0,530
"F","inland",21,481.400657042662,"18",3,0,0,24,456,210,0,0,468
"F","inland",22,447.79255198171,"18",1,0,0,19,393,213,0,0,402
"F","inland",23,418.12612444181,"18",1,0,0,20,407,229,0,0,417
"F","inland",24,398.182666218685,"18",1,0,0,13,402,167,0,0,408
"F","inland",25,385.022701960378,"18",3,0,0,9,411,204,0,0,416
"F","inland",26,373.723284672051,"18",4,0,0,9,368,120,0,0,372
"F","inland",27,365.527647511467,"18",2,1,0,4,342,120,0,0,344
"F","inland",28,358.731155230865,"18",0,0,0,5,350,143,0,0,352
"F","inland",29,350.279872780282,"18",2,0,0,6,337,123,0,0,340
"F","inland",30,342.425203121664,"18",0,0,0,7,374,115,0,0,378
"F","inland",31,336.151440095111,"18",0,0,0,5,325,92,0,0,328
"F","inland",32,330.279360267176,"18",1,1,0,4,332,89,0,0,334
"F","inland",33,322.880285344842,"18",1,0,0,1,321,67,0,0,322
"F","inland",34,315.038436668363,"18",3,0,0,5,283,70,0,0,286
"F","inland",35,306.64114519207,"18",2,1,0,5,339,63,0,0,342
"F","inland",36,299.609782355929,"18",1,0,0,5,263,81,0,0,266
"F","inland",37,291.689202712762,"18",1,0,0,3,307,29,0,0,308
"F","inland",38,280.582796787782,"18",2,0,0,3,291,53,0,0,292
"F","inland",39,268.126013605614,"18",2,0,0,1,262,39,0,0,262
"F","inland",40,252.806509598935,"18",1,0,0,4,264,46,0,0,266
"F","inland",41,236.353969785118,"18",3,0,0,1,221,41,0,0,222
"F","inland",42,220.311111271656,"18",1,0,0,2,213,24,0,0,214
"F","inland",43,203.805770101938,"18",0,0,0,2,204,21,0,0,205
"F","inland",44,187.085062341192,"18",0,0,0,2,185,15,0,0,186
"F","inland",45,169.922339469976,"18",1,0,0,0,168,20,0,0,168
"F","inland",46,152.416308018847,"18",1,0,0,1,166,13,0,0,166
"F","inland",47,134.500988044946,"18",0,0,0,0,119,8,0,0,119
"F","inland",48,116.230063232576,"18",0,0,0,0,129,11,0,0,129
"F","inland",49,97.5583700826379,"18",0,0,0,1,92,8,0,0,92
"M","fishing",15,75.6436525204167,"18",0,0,0,2,80,24,1,1,81
"M","fishing",16,81.5436601125637,"18",0,0,0,6,83,21,1,1,86
"M","fishing",17,88.1843009380276,"18",0,0,0,4,81,18,1,1,83
"M","fishing",18,95.8056521904193,"18",0,0,0,6,84,45,1,1,87
"M","fishing",19,103.977269792168,"18",0,0,0,5,90,26,1,1,92
"M","fishing",20,113.032144500252,"18",0,1,0,7,132,36,1,1,136
"M","fishing",21,122.462736915503,"18",0,0,0,5,91,32,1,1,94
"M","fishing",22,133.632365135556,"18",0,1,0,1,124,47,1,1,124
"M","fishing",23,144.913572655637,"18",1,1,0,1,162,35,1,1,162
"M","fishing",24,154.431812823567,"18",0,0,0,4,141,45,1,1,143
"M","fishing",25,163.610240038891,"18",1,0,0,3,184,60,1,1,186
"M","fishing",26,171.02207014695,"18",2,2,0,2,162,32,1,1,163
"M","fishing",27,176.700518248079,"18",0,1,0,5,176,39,1,1,178
"M","fishing",28,180.200973904131,"18",1,0,0,4,170,61,1,1,172
"M","fishing",29,180.394675735773,"18",1,1,0,1,140,35,1,1,140
"M","fishing",30,178.743822276901,"18",1,0,0,8,254,71,1,1,258
"M","fishing",31,175.395870298723,"18",2,2,0,2,147,41,1,1,148
"M","fishing",32,170.619428034443,"18",1,0,0,1,166,46,1,1,166
"M","fishing",33,163.623726977033,"18",2,0,0,1,152,41,1,1,152
"M","fishing",34,154.366031953729,"18",2,2,0,5,155,21,1,1,158
"M","fishing",35,145.893037566372,"18",3,0,0,4,167,48,1,1,169
"M","fishing",36,139.969276012986,"18",3,1,0,2,100,32,1,1,101
"M","fishing",37,134.109363783242,"18",3,0,0,2,155,31,1,1,156
"M","fishing",38,126.759249609394,"18",2,0,0,4,123,36,1,1,125
"M","fishing",39,119.050996535849,"18",2,0,0,2,108,26,1,1,109
"M","fishing",40,111.209587878338,"18",2,0,0,11,131,36,1,1,136
"M","fishing",41,103.258071880774,"18",1,0,0,1,85,16,1,1,86
"M","fishing",42,95.2170810854158,"18",0,1,0,1,95,15,1,1,96
"M","fishing",43,87.1140932216505,"18",2,0,0,0,88,19,1,1,88
"M","fishing",44,79.0341176984214,"18",0,1,0,0,67,12,1,1,67
"M","fishing",45,70.8648652755685,"18",1,0,0,2,84,23,1,1,85
"M","fishing",46,62.629362748377,"18",2,0,0,2,58,10,1,1,59
"M","fishing",47,54.3236295087437,"18",0,0,0,0,50,11,1,1,50
"M","fishing",48,45.9851660153232,"18",1,0,0,0,56,19,1,1,56
"M","fishing",49,37.5854108644047,"18",1,0,0,1,32,4,1,1,32
"M","inland",15,659.193149049556,"18",0,0,0,18,611,127,1,0,620
"M","inland",16,608.079798430632,"18",0,0,0,29,613,163,1,0,628
"M","inland",17,560.798636723252,"18",2,0,0,26,582,148,1,0,595
"M","inland",18,517.325025619507,"18",0,0,0,29,539,192,1,0,554
"M","inland",19,477.830197788296,"18",0,0,0,25,414,180,1,0,426
"M","inland",20,441.742528747754,"18",2,0,0,28,463,166,1,0,477
"M","inland",21,409.693575215804,"18",0,0,0,13,375,142,1,0,382
"M","inland",22,381.015692861578,"18",1,0,0,14,363,168,1,0,370
"M","inland",23,357.063885592463,"18",2,0,0,16,351,177,1,0,359
"M","inland",24,342.138296564623,"18",2,0,0,6,325,138,1,0,328
"M","inland",25,333.721682334185,"18",1,0,0,12,375,162,1,0,381
"M","inland",26,326.515022516129,"18",4,1,0,8,293,142,1,0,297
"M","inland",27,323.102405757655,"18",1,0,0,6,315,125,1,0,318
"M","inland",28,320.572849515278,"18",4,0,0,5,326,121,1,0,328
"M","inland",29,314.122409649955,"18",2,0,0,1,289,86,1,0,290
"M","inland",30,307.711646677669,"18",6,0,0,5,349,135,1,0,352
"M","inland",31,300.588457477346,"18",5,0,0,4,293,52,1,0,295
"M","inland",32,293.827873553281,"18",5,0,0,6,301,94,1,0,304
"M","inland",33,287.691234366722,"18",0,0,0,5,268,72,1,0,270
"M","inland",34,281.312552297017,"18",5,1,0,4,240,49,1,0,242
"M","inland",35,275.346668470874,"18",8,0,0,5,313,97,1,0,316
"M","inland",36,272.6173874079,"18",4,0,0,4,250,63,1,0,252
"M","inland",37,269.882800551599,"18",7,0,0,3,287,68,1,0,288
"M","inland",38,265.297691066667,"18",9,0,0,5,280,53,1,0,282
"M","inland",39,259.353799646578,"18",5,0,0,2,218,39,1,0,219
"M","inland",40,248.565537344867,"18",7,0,0,5,272,68,1,0,274
"M","inland",41,236.310547669195,"18",10,1,0,4,231,34,1,0,233
"M","inland",42,224.613530392684,"18",13,0,0,3,235,34,1,0,236
"M","inland",43,212.058800794477,"18",8,0,0,1,200,27,1,0,200
"M","inland",44,198.628401830892,"18",5,0,0,1,176,20,1,0,176
"M","inland",45,184.360873000799,"18",6,0,0,0,218,43,1,0,218
"M","inland",46,169.337356632003,"18",8,1,0,2,149,26,1,0,150
"M","inland",47,153.510234043282,"18",3,0,0,4,162,28,1,0,164
"M","inland",48,136.938130341656,"18",8,0,0,1,129,24,1,0,130
"M","inland",49,119.583076775809,"18",4,0,0,1,122,13,1,0,122
